BsmtFinSF1,GarageArea,GarageFinish,GrLivArea,KitchenQual,MasVnrArea,OpenPorchSF,OverallQual,TotalBsmtSF,YearBuilt
48,774,0,3.2619761913978125,0,452.0,108,9,1822,2007
0,308,1,2.951337518795918,1,0.0,0,5,894,1962
713,432,0,2.984077033902831,1,0.0,0,5,876,1921
1218,857,2,3.227629649571009,0,148.0,59,8,1568,2002
0,843,2,3.1878026387184195,0,150.0,81,7,1541,2001
410,400,2,3.0867156639448825,0,0.0,113,7,1221,2004
643,440,1,3.121887985103681,1,101.0,138,6,1088,1965
604,484,0,3.15106325335375,0,0.0,44,7,696,1999
462,297,0,2.9947569445876283,1,0.0,101,4,462,1973
375,440,0,3.0856472882968564,1,0.0,0,6,735,1941
0,397,3,3.219060332448861,0,92.0,128,7,746,2003
20,460,1,3.1341771075767664,0,256.0,28,6,1362,2005
0,442,0,3.2645817292380777,1,351.0,124,6,756,1966
0,451,0,3.1383026981662816,1,0.0,30,6,1367,1954
144,528,0,3.0499928569201424,0,0.0,36,5,924,1948
680,588,0,3.1559430179718366,0,0.0,180,5,1360,1978
0,400,3,3.1631613749770184,0,0.0,24,7,728,2007
611,497,0,3.085290578230065,0,0.0,27,7,1188,1990
0,625,0,3.0170333392987803,1,0.0,0,5,0,1950
294,528,2,3.087781417809542,0,76.0,234,6,612,2009
0,468,0,3.2489536154957075,1,0.0,0,7,952,1931
241,384,0,3.1357685145678222,1,0.0,130,5,861,1900
0,297,1,3.1335389083702174,0,0.0,65,5,803,1938
697,420,2,2.9283958522567137,0,147.0,0,6,848,2004
871,749,3,3.3544926005894364,0,226.0,0,8,1482,2003
836,396,0,3.0863598306747484,1,0.0,0,4,836,1951
0,398,3,3.150449409460881,0,18.0,20,7,1375,2004
319,396,0,3.313445370426414,1,0.0,0,6,735,1917
0,0,1,3.0784568180532927,1,0.0,98,6,901,1920
1158,499,3,3.219846386024361,2,0.0,59,8,1501,2000
0,308,0,3.0051805125037805,1,0.0,22,6,1012,1920
523,672,3,3.4888326343824003,1,0.0,63,7,824,1920
0,672,0,3.2581581933407944,0,0.0,0,5,360,1900
738,650,3,3.2853322276438846,0,0.0,235,7,1057,2001
483,576,0,2.979548374704095,1,0.0,0,5,911,1976
1260,765,1,3.2643455070500926,2,584.0,68,9,1838,2006
728,924,0,3.214843848047698,0,72.0,0,6,1296,1954
1148,672,0,3.059941888061955,1,0.0,0,5,1148,1959
412,280,0,2.9777236052888476,1,0.0,0,5,950,1971
380,471,2,3.281260687055013,0,125.0,81,8,777,1993
300,440,0,3.2135177569963047,1,0.0,38,6,1065,1923
0,440,3,3.1192558892779365,0,0.0,20,7,1316,2007
0,615,2,3.15896526038341,1,571.0,0,6,1442,1970
734,500,3,3.03261876085072,1,0.0,0,5,1078,1971
932,544,2,3.0492180226701815,3,0.0,0,4,1040,1961
353,527,3,3.151982395457474,0,0.0,0,8,408,2002
0,240,0,3.1427022457376155,1,0.0,0,7,651,1946
354,280,2,3.0265332645232967,1,110.0,0,5,1056,1954
1567,874,3,3.2533380053261065,2,562.0,49,9,1792,2003
897,402,0,3.084933574936716,1,116.0,125,6,1216,1998
0,576,0,3.246005904076029,0,0.0,0,7,596,1920
0,434,3,3.2920344359947364,0,0.0,48,7,847,2004
767,546,2,3.082066934285113,1,0.0,42,6,1208,1977
460,315,0,3.182984967003582,1,180.0,0,5,874,1958
735,240,0,3.0622058088197126,0,0.0,96,4,796,1922
0,420,0,3.0203612826477078,1,0.0,27,5,0,1950
0,273,0,2.9474337218870508,1,0.0,20,5,190,1938
943,600,0,2.9745116927373285,1,0.0,0,5,943,1979
400,603,2,3.2474822606770544,0,0.0,108,7,866,2005
0,779,3,3.4148062795010126,0,165.0,30,9,1393,1999
456,275,2,2.959994838328416,1,1.0,0,5,912,1958
0,308,0,2.94546858513182,1,0.0,45,5,0,1956
266,511,3,3.1261314072619846,0,0.0,68,6,1405,1998
1386,850,1,3.31722734917642,2,103.48106712564544,229,10,2076,2006
56,752,2,3.4032921451582543,0,513.0,98,8,1318,1995
569,240,0,3.2474822606770544,0,252.0,0,5,731,1937
1573,538,1,3.210853365314893,0,481.0,0,8,1573,2006
697,389,3,3.3312247810207323,0,472.0,98,6,1444,1958
0,880,0,3.443262987458695,0,0.0,502,10,1237,1893
0,477,3,3.2713768718940743,1,74.0,112,6,585,1984
1400,541,2,3.1832698436828046,0,244.0,36,7,1525,2000
0,722,3,3.1961761850399735,0,80.0,36,8,1571,2007
0,0,1,2.900913067737669,1,0.0,0,5,796,1910
0,432,2,3.375114684692225,1,0.0,287,5,994,1892
0,402,2,3.16790781000148,0,76.0,0,7,384,1991
648,364,0,2.9822712330395684,1,0.0,0,4,648,1965
0,372,3,3.2643455070500926,1,0.0,40,5,732,2005
663,484,2,3.116939646550756,0,99.0,0,6,1040,1974
0,694,3,3.4220971631317103,2,772.0,84,9,2153,2006
0,200,0,3.053462604925455,1,0.0,0,5,676,1941
0,400,0,3.292256071356476,1,360.0,0,5,960,1952
25,336,0,3.058426024457005,1,0.0,88,5,1144,1963
1056,576,0,3.0236639181977933,1,0.0,56,6,1056,1980
0,0,1,2.8407332346118066,3,0.0,20,4,693,1941
1200,576,2,3.1743505974793798,0,0.0,27,6,1479,1997
1373,482,3,3.216429830876251,0,174.0,53,8,1594,2004
390,352,0,2.936513742478893,1,0.0,0,5,864,1972
1078,750,2,3.1947917577219247,0,36.0,168,8,1566,2008
593,497,0,3.144574207609616,1,0.0,116,6,723,1972
152,539,0,3.082066934285113,1,0.0,23,4,780,1925
0,180,0,3.179838928023187,1,0.0,0,5,939,1920
425,560,1,3.1357685145678222,1,0.0,0,6,884,1931
763,386,0,2.9800033715837464,1,0.0,0,5,955,1966
0,210,0,3.0322157032979815,1,0.0,100,3,1007,1922
1056,572,3,3.0236639181977933,1,0.0,0,5,1056,1955
0,615,2,3.1911714557285586,0,0.0,45,7,756,2005
20,865,2,3.2079035303860515,0,240.0,59,7,1614,2005
0,1390,2,3.3100557377508912,2,306.0,90,8,2042,2008
0,326,1,3.030599721965951,1,0.0,0,5,1073,1921
336,240,0,3.1089031276673134,1,0.0,0,5,672,1948
865,550,3,3.325720858019412,1,0.0,42,6,1205,1970
348,0,1,2.781755374652469,1,0.0,0,4,528,1920
179,300,2,3.060697840353612,1,0.0,0,5,1150,1959
0,400,1,3.1631613749770184,0,0.0,24,6,728,2005
867,588,2,2.9995654882259823,2,210.0,76,7,944,1961
0,564,2,3.1760912590556813,0,0.0,35,6,750,2005
841,375,0,3.125806458139527,1,56.0,0,5,1165,1953
759,398,1,3.2022157758011316,1,0.0,75,6,839,2004
936,836,3,3.3392526340327,2,154.0,102,9,1104,2008
0,573,3,3.1931245983544616,0,0.0,150,7,1560,2003
386,312,0,3.215901813204032,0,224.0,0,5,728,1942
515,286,0,2.7993405494535817,0,0.0,0,4,630,1970
751,504,2,3.0464951643347082,1,174.0,30,6,1143,1976
0,947,2,3.336859820916809,0,350.0,62,7,1063,2006
0,384,0,3.1290450598879582,1,0.0,24,4,560,1910
64,550,3,3.416640507338281,2,0.0,364,8,1184,2007
0,936,3,3.291812687467119,0,0.0,210,7,1026,2005
0,898,3,3.166726055580052,0,72.0,150,8,1468,2008
0,539,0,3.2390490931401916,0,0.0,0,5,0,1977
352,240,0,3.0791812460476247,1,0.0,0,5,768,1946
812,438,3,3.1903316981702914,0,100.0,168,7,1092,2006
0,440,0,3.3483048630481607,1,0.0,188,4,795,1912
0,240,0,3.214578953570499,1,0.0,0,6,1064,1936
521,624,1,2.936513742478893,1,0.0,0,5,864,1958
213,440,1,3.209783014848515,0,0.0,45,7,1208,1984
162,264,0,2.9943171526696366,0,510.0,0,6,483,1972
965,628,2,3.401228167498113,0,293.0,27,7,1210,1989
765,440,0,3.1351326513767748,1,312.0,36,5,765,1970
0,779,0,3.359835482339888,0,0.0,0,8,1128,2002
0,840,2,3.4143046881283317,0,370.0,154,9,1249,2006
288,352,0,2.957607287060095,1,0.0,0,4,907,1957
566,440,1,3.1631613749770184,1,0.0,0,6,855,1976
803,540,1,3.0755469613925306,1,120.0,18,5,1106,1962
322,684,0,2.9334872878487053,1,0.0,0,4,858,1971
1880,516,3,3.3469394626989906,1,1115.0,0,7,2223,1973
0,672,0,3.002166061756508,3,0.0,0,4,1005,1955
0,409,3,3.2776092143040914,0,0.0,46,7,712,1994
906,384,0,3.0170333392987803,1,0.0,0,5,1040,1965
697,461,0,3.1017470739463664,1,324.0,0,5,1268,1960
0,578,3,3.245759355967277,0,0.0,105,7,874,2007
539,888,0,3.0145205387579237,1,335.0,0,6,1012,1976
226,439,0,3.1344958558346736,1,0.0,0,7,1385,1954
0,480,0,3.227629649571009,1,0.0,0,6,1436,1956
1696,839,3,3.3248994970523134,0,660.0,46,8,2109,1995
788,544,2,3.196728722623287,0,110.0,72,7,1573,2002
2188,820,3,3.3736474722092176,2,760.0,67,9,2330,2009
739,645,2,3.308350948586726,0,573.0,36,7,1057,1997
1003,431,0,3.1109262422664203,0,0.0,0,6,1291,1996
696,0,1,2.9334872878487053,1,0.0,0,5,858,1958
204,280,0,3.09968064110925,1,0.0,0,6,560,1939
290,246,0,2.6414741105040997,3,0.0,0,2,290,1920
209,440,3,3.146128035678238,1,203.0,0,6,672,1978
0,240,0,2.979548374704095,3,0.0,0,5,920,1938
564,645,2,3.1598678470925665,1,115.0,0,6,1127,1964
459,525,1,3.030194785356751,1,80.0,28,6,547,2005
0,0,1,3.2211533219547053,1,0.0,0,5,0,1965
0,441,0,3.329194415088451,0,0.0,60,6,844,1916
428,380,0,3.5043349118024643,1,0.0,0,8,965,1934
0,0,1,3.2610248339923973,1,0.0,0,6,912,1971
742,422,3,3.244524511570084,1,42.0,122,6,872,1996
595,576,0,2.959994838328416,0,300.0,240,5,912,1965
783,600,2,3.17868923977559,0,219.0,0,6,1461,1988
264,216,0,3.2062860444124324,0,0.0,16,6,976,1925
28,397,3,3.1192558892779365,0,0.0,0,6,1316,2005
489,450,0,3.0064660422492318,1,0.0,0,5,768,1925
312,240,0,3.0546130545568877,1,0.0,0,5,756,1940
63,865,2,3.2137832993353044,0,208.0,60,8,1623,2006
0,400,3,3.12057393120585,0,0.0,48,7,660,2003
249,538,3,3.327563260187278,1,0.0,0,5,1013,1967
776,525,2,3.0523090996473234,1,148.0,20,5,1120,1963
860,756,0,3.115943176939055,1,0.0,0,5,992,1957
0,0,1,3.1283992687178066,1,0.0,0,4,546,1970
0,704,0,3.4072208929273966,1,0.0,48,7,718,1890
220,576,0,2.9508514588885464,0,0.0,0,5,845,1949
0,668,3,3.286231854028553,0,74.0,18,6,894,2007
356,264,0,3.0856472882968564,1,285.0,28,6,672,1973
0,534,2,3.2942457161381182,1,0.0,0,7,808,1977
1079,556,2,3.3201462861110542,0,438.0,65,8,1220,1995
998,487,0,3.171433900943008,1,0.0,0,5,1484,1971
0,506,0,3.219060332448861,1,564.0,211,5,1656,1973
468,210,0,3.087781417809542,1,0.0,0,6,818,1926
695,390,2,3.3126004392612596,0,40.0,48,6,992,2000
0,576,0,2.931457870689005,1,0.0,112,7,832,1929
334,286,2,3.0382226383687185,1,0.0,96,4,546,1973
196,252,0,3.1031192535457137,0,0.0,0,5,1268,1977
385,550,2,3.2203696324513946,0,0.0,61,7,799,1996
370,502,3,3.22219604630172,0,171.0,262,8,1657,2003
994,508,3,3.1740598077250253,0,215.0,39,6,1478,1997
0,306,0,2.9694159123539814,0,0.0,0,6,932,1950
778,526,0,3.1061908972634154,1,0.0,0,7,1277,1970
1300,630,3,3.184691430817599,0,0.0,36,7,1530,2004
457,484,0,3.1283992687178066,1,0.0,28,5,1024,1958
672,528,0,2.934498451243568,1,0.0,0,5,840,1982
904,626,1,3.118595365223762,0,166.0,62,7,1314,2007
464,868,2,3.29269900304393,0,0.0,90,7,1391,2006
724,388,3,3.173186268412274,0,0.0,75,7,788,2004
662,420,1,2.9283958522567137,0,169.0,0,6,848,2004
0,240,0,2.8273692730538253,1,0.0,0,5,672,1940
275,252,2,3.369215857410143,0,0.0,60,7,1152,1941
0,180,0,3.219060332448861,1,0.0,0,5,660,1916
626,484,3,3.1699681739968923,0,138.0,32,7,725,1972
0,740,2,3.0884904701823963,0,0.0,36,7,1226,2009
568,444,3,3.3195224490654542,0,157.0,168,6,832,1966
941,576,0,3.0637085593914173,0,0.0,50,6,1158,2004
740,480,2,3.0622058088197126,1,200.0,58,5,1154,1966
0,527,3,3.236537261488694,0,0.0,155,7,880,1998
219,431,3,3.2195845262142546,1,0.0,84,6,773,1995
0,520,3,3.0515383905153275,0,0.0,96,4,0,1949
0,300,0,3.1439511164239633,1,0.0,0,5,816,1955
192,1014,1,3.5374412834079476,0,632.0,12,8,728,1935
309,264,0,2.9943171526696366,1,408.0,0,6,483,1973
351,0,1,3.1319392952104246,1,0.0,0,5,644,1940
425,505,2,3.3157604906657347,0,0.0,0,7,585,1960
549,440,0,3.1763806922432702,1,360.0,0,7,744,1999
1350,908,2,3.295786940251609,0,304.0,63,8,1976,2006
33,758,2,3.193958978019187,0,468.0,99,8,1563,2007
0,288,0,3.0457140589408676,1,0.0,0,7,572,1926
0,270,2,3.17666993266815,1,0.0,0,7,776,1931
0,452,0,3.238798562713917,1,0.0,0,3,0,1955
1410,706,3,3.4358443659844413,2,870.0,0,9,1848,2005
231,264,0,3.114610984232173,1,268.0,0,5,630,1972
1258,586,3,3.182984967003582,0,0.0,0,7,1332,1979
0,680,3,3.2008504980910772,1,0.0,59,4,0,1959
0,430,0,3.0511525224473814,1,0.0,64,5,1125,2006
0,480,2,3.0791812460476247,0,0.0,166,7,600,2005
0,520,2,3.214843848047698,0,0.0,45,6,798,2004
1000,525,2,3.327767489902729,0,448.0,132,7,1223,1994
680,240,0,2.9876662649262746,1,0.0,0,6,972,1948
584,466,2,3.305351369446624,0,0.0,155,8,1128,1995
739,596,0,3.058426024457005,1,0.0,0,5,1144,1956
300,288,0,3.130976691605617,0,120.0,0,5,1062,1958
234,484,0,3.1192558892779365,1,0.0,0,5,926,1929
956,592,2,3.284205067701794,0,530.0,75,8,1086,1998
1040,240,0,3.06595298031387,1,0.0,48,5,1164,1950
852,840,0,2.9786369483844743,1,0.0,0,5,952,1951
259,0,1,3.3725438007590705,1,0.0,54,8,684,1872
808,540,3,3.225309281725863,0,260.0,44,6,880,1988
0,672,0,3.2814878879400813,1,0.0,25,6,482,1905
578,480,3,3.0017337128090005,1,180.0,0,6,1004,1970
384,305,0,3.089905111439398,1,0.0,57,4,747,1946
645,495,0,3.0670708560453703,1,0.0,0,5,915,1920
405,440,0,3.1142772965615864,3,0.0,0,5,1145,1924
1082,445,2,3.1622656142980214,0,0.0,80,7,1453,1986
1358,670,2,3.2043913319193,0,479.0,0,8,1581,2001
0,825,1,3.2008504980910772,0,410.0,45,8,1588,2006
513,264,1,3.0394141191761372,1,105.0,0,6,588,1958
915,368,0,3.0211892990699383,1,0.0,319,5,1050,1961
520,432,3,2.9822712330395684,1,48.0,0,4,960,1965
0,280,0,3.1631613749770184,1,0.0,0,5,810,1948
0,462,2,3.1728946977521764,0,0.0,0,6,1489,1968
1126,786,1,3.237040791379191,2,205.0,138,7,1726,2007
0,484,0,3.3184807251745174,0,0.0,238,7,1362,2003
1053,484,3,3.126780577012009,1,54.0,58,7,1309,1990
781,1069,3,3.3891660843645326,0,731.0,126,8,1284,1998
0,660,3,3.2702128548962426,0,0.0,17,7,879,2006
656,396,0,2.885361220031512,1,0.0,0,5,768,1972
0,0,1,2.5237464668115646,3,0.0,0,1,0,1946
892,384,1,3.055378331375,1,0.0,0,6,1136,1965
1201,405,3,3.1261314072619846,1,443.0,199,6,1237,1998
312,288,0,2.959994838328416,1,0.0,0,5,912,1964
540,264,2,3.2581581933407944,1,288.0,168,5,864,1962
378,240,1,3.3408405498123317,0,0.0,24,5,720,1939
0,0,1,3.073351702386901,1,0.0,151,5,658,1910
0,308,0,3.2762319579218335,1,0.0,0,7,925,1910
405,624,0,3.1228709228644354,0,0.0,0,5,1063,1959
588,576,3,3.1528995963937474,0,210.0,0,6,1422,1981
0,576,0,3.2127201544178425,1,0.0,0,5,1632,1967
0,451,0,3.2121876044039577,0,171.0,234,7,1630,2000
0,0,1,3.1835545336188615,3,0.0,0,3,1013,1915
0,420,0,3.0170333392987803,1,0.0,0,4,0,1949
0,216,0,3.2166935991697545,3,0.0,66,6,806,1915
622,576,0,3.296884475538547,0,0.0,44,4,1122,1928
1285,418,3,3.215901813204032,1,238.0,0,6,1416,1953
0,868,3,3.410608542568368,2,270.0,148,8,1482,2007
0,520,0,3.2610248339923973,1,0.0,0,6,764,1919
624,520,2,3.130333768495006,1,259.0,0,6,1248,1964
958,440,2,2.9813655090785445,1,0.0,60,6,958,1976
0,370,0,3.2667019668840878,0,0.0,0,6,833,1923
1116,490,0,3.2095150145426308,1,0.0,78,4,1281,1976
560,400,2,3.0670708560453703,0,106.0,26,6,1158,1992
94,220,0,3.172310968521954,1,0.0,140,6,735,1945
432,288,2,2.950364854376123,1,60.0,0,5,892,1967
510,240,0,2.905256048748451,0,294.0,0,5,788,1940
0,0,1,3.0569048513364727,1,0.0,56,5,1140,2006
400,483,2,3.2543063323312857,1,415.0,50,6,780,1963
156,551,3,3.307496037913213,0,298.0,224,6,848,1976
765,812,1,3.3025473724874854,2,160.0,52,10,1017,2008
0,216,0,2.8394780473741985,2,0.0,20,5,691,1920
0,676,2,3.2013971243204513,0,0.0,30,8,768,2008
444,325,0,3.268343913951065,1,0.0,0,6,994,1954
0,442,3,3.256236533205923,0,0.0,60,7,994,1999
550,543,1,3.2474822606770544,0,252.0,63,7,884,2003
1387,807,3,3.5595475555804343,0,1378.0,76,10,1930,1995
1258,403,1,3.1132746924643504,0,85.0,26,6,1298,1985
1247,484,3,3.2555137128195333,1,0.0,54,7,1501,1959
553,0,1,2.7993405494535817,2,0.0,0,5,630,1970
397,440,1,3.0425755124401905,0,0.0,120,6,1103,1925
0,384,2,3.0711452904510828,1,0.0,0,4,859,1900
197,440,0,3.077731179652392,1,0.0,0,4,1196,1916
0,529,3,3.137354111370733,0,0.0,140,7,1372,2007
371,296,2,3.1556396337597765,1,305.0,110,6,1099,1962
0,626,2,3.1528995963937474,0,106.0,60,7,1422,2004
985,501,3,3.2907022432878543,0,0.0,231,6,1580,1992
0,440,2,3.049605612594973,1,0.0,64,4,1121,2003
0,852,1,3.3932241163612975,0,344.0,151,8,1143,2004
417,576,3,3.024074987307426,1,0.0,0,5,1057,1962
1097,602,3,3.0453229787866576,0,104.0,30,5,1097,1978
524,671,3,3.3560258571931225,0,348.0,57,8,1152,1999
0,746,3,3.3049211619008916,2,0.0,76,9,2002,2008
438,440,3,3.141763230275788,1,328.0,0,6,672,1978
0,1043,2,3.2907022432878543,0,0.0,50,8,1082,2005
733,462,2,3.1261314072619846,0,0.0,0,8,1337,1993
0,648,3,3.358886204405869,0,72.0,56,8,969,2000
1288,826,2,3.2350231594952237,0,336.0,44,8,1705,2007
516,484,2,3.035829825252828,1,1047.0,0,5,1024,1966
0,660,3,3.1917303933628562,0,130.0,20,7,1373,2007
1406,567,3,3.279210512601395,2,0.0,207,7,1902,1959
1216,693,3,3.400365273349939,1,0.0,0,7,1216,1990
1086,528,0,3.087781417809542,1,275.0,0,5,1086,1979
602,460,0,3.022840610876528,1,0.0,0,6,1054,1969
854,676,3,3.4169731726030363,0,975.0,0,8,1225,1998
599,288,0,2.9552065375419416,1,75.0,0,5,876,1967
692,484,2,3.3716219271760215,2,278.0,195,7,845,1980
378,299,3,3.1436392352745433,1,153.0,36,6,689,1977
899,576,0,3.062581984228163,0,0.0,0,5,1109,1961
180,240,0,3.2796669440484556,1,0.0,0,5,1208,1950
0,208,2,3.0637085593914173,1,0.0,0,6,862,1929
0,502,3,3.1341771075767664,1,0.0,0,6,611,1920
0,429,3,3.3600250891893975,0,302.0,0,7,975,1999
0,250,0,3.119585774961784,1,0.0,54,4,649,1920
1004,928,1,3.2390490931401916,2,328.0,0,8,1734,2007
0,312,2,3.0770043267933502,1,220.0,0,6,1194,1959
0,720,0,3.15106325335375,1,0.0,0,5,876,1915
1064,354,1,3.1408221801093106,1,0.0,116,5,1383,1954
284,871,0,3.3014640731433,1,0.0,0,5,1001,1949
0,474,1,3.1749315935284423,0,140.0,130,8,1496,2007
408,660,0,3.2052043639481447,1,0.0,68,5,984,1941
0,504,0,2.8830933585756897,1,0.0,0,5,680,1925
0,476,3,3.2385478876813276,0,336.0,46,6,741,1985
0,840,2,3.1743505974793798,0,306.0,33,7,1494,2006
0,180,0,2.993876914941211,1,0.0,128,6,960,1926
16,397,3,3.0588054866759067,0,11.0,16,7,1145,2005
0,0,1,3.171433900943008,1,0.0,291,6,742,1914
111,525,2,3.1283992687178066,0,541.0,118,6,819,1958
0,686,0,3.187238619831479,0,0.0,78,5,650,1904
0,656,3,3.398634324538392,2,245.0,39,9,1122,2005
0,528,0,2.873320601815399,1,108.0,0,4,600,1926
975,583,2,3.3215984304653436,0,0.0,170,7,1108,1998
2260,884,3,3.6698745024898023,2,762.0,406,10,3138,2007
0,624,0,3.0704073217401198,1,0.0,0,6,698,1937
495,0,1,2.8573324964312685,1,0.0,523,4,720,1920
0,830,2,3.1986570869544226,0,186.0,24,8,1580,2007
1440,0,1,3.1583624920952498,1,0.0,0,4,1440,1977
193,540,3,3.1690863574870227,0,0.0,35,6,738,2005
20,570,2,3.1760912590556813,0,210.0,36,7,1500,2004
0,216,0,3.129689892199301,1,0.0,0,5,884,1925
661,884,0,3.0791812460476247,0,166.0,64,5,864,1965
609,514,2,3.144262773761991,1,247.0,76,6,1394,1963
400,484,0,3.2127201544178425,0,252.0,40,6,800,1966
842,336,0,2.959994838328416,1,0.0,0,5,912,1967
1128,864,0,3.4189638307036225,1,0.0,0,6,1370,1918
0,349,1,3.229425847920695,1,0.0,30,5,1140,1962
0,440,0,3.089905111439398,1,0.0,0,5,440,1910
297,440,0,3.43568513794163,0,0.0,74,8,853,1932
0,429,2,3.1631613749770184,1,0.0,0,6,728,2006
375,660,0,2.936513742478893,0,0.0,0,4,864,1970
0,380,0,3.232742062720737,0,50.0,40,6,970,2004
643,528,3,3.2214142378423385,0,0.0,45,8,810,2001
987,656,2,3.422589839851482,0,256.0,60,7,1347,1993
0,595,2,3.214843848047698,0,0.0,45,7,798,2003
440,420,0,3.230193378869046,1,0.0,74,3,978,1900
1116,529,1,3.2208922492195193,0,0.0,137,4,1364,1954
1332,504,0,3.2375437381428744,1,336.0,0,5,1728,1963
0,462,2,3.265996370495079,0,0.0,104,6,1055,1992
536,440,2,3.267406418752904,0,340.0,42,6,822,1964
0,776,2,3.1728946977521764,0,0.0,140,8,1489,2006
612,300,0,2.936513742478893,1,0.0,0,6,864,1959
830,276,3,3.0989896394011773,1,0.0,68,5,1256,1965
816,816,3,2.9116901587538613,1,0.0,0,5,816,1982
454,492,0,3.2600713879850747,0,288.0,84,7,864,1965
48,833,2,3.327767489902729,0,0.0,192,7,1104,1991
0,461,0,3.0273496077747564,1,66.0,0,5,1065,1960
0,312,0,3.0791812460476247,1,0.0,0,6,1200,1923
686,632,2,3.082066934285113,0,24.0,61,7,1187,2006
0,642,3,3.394801777162711,0,245.0,39,8,1094,2005
919,527,3,3.2355284469075487,0,338.0,56,7,1720,1996
116,0,1,2.9242792860618816,1,0.0,0,5,672,1930
1200,496,1,3.1119342763326814,0,88.0,51,6,1278,1991
